current_handle,proposed_handle,current_url,proposed_url,swedish_detected,recommendation,execute_phase,status,title
grillborste-rostfri-stal-12-tum,grillborste-rostfri-stal-12-tum,/products/grillborste-rostfri-stal-12-tum,/products/grillborste-rostfri-stal-12-tum,NO,KEEP,6_REVIEW_ONLY,DRAFT,Grillborste Rostfri Stål för Optimal Grillrengöring
longhiker-utomhus-dykarfena-backpack-vattensport,longhiker-utomhus-dykarfena-backpack-vattensport,/products/longhiker-utomhus-dykarfena-backpack-vattensport,/products/longhiker-utomhus-dykarfena-backpack-vattensport,NO,KEEP,6_REVIEW_ONLY,DRAFT,LONGHIKER Outdoor Diving Fin - LONGHIKER Utomhus Dykarfena Ryggsäck
rostfritt-stal-picknickspis-vildmark-faltbar-spis,rostfritt-stal-picknickspis-vildmark-faltbar-spis,/products/rostfritt-stal-picknickspis-vildmark-faltbar-spis,/products/rostfritt-stal-picknickspis-vildmark-faltbar-spis,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Stainless Steel Picnic Stove Wilderness Survival Foldable Stove, Foldable Stove"
kaffefilter-hopfallbart-rostfritt-stal-outdoor,kaffefilter-hopfallbart-rostfritt-stal-outdoor,/products/kaffefilter-hopfallbart-rostfritt-stal-outdoor,/products/kaffefilter-hopfallbart-rostfritt-stal-outdoor,NO,KEEP,6_REVIEW_ONLY,DRAFT,Kaffefilter hopfällbart - Hopfällbart Kaffefilter i Rostfritt Stål
waterproof-packpase-ipx6-utomhus,waterproof-packpase-ipx6-utomhus,/products/waterproof-packpase-ipx6-utomhus,/products/waterproof-packpase-ipx6-utomhus,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Naturehike Wet Dry IPX6 Waterproof Bag Outdoor Seaside Diving Swimming Rafting Equipment, 20L Khaki, 20L Yellow, 30L Khaki, 30L Yellow, 40L Khaki, 40L Yellow"
campingkok-tre-brannare-portabelt-utomhuskok,campingkok-tre-brannare-portabelt-utomhuskok,/products/campingkok-tre-brannare-portabelt-utomhuskok,/products/campingkok-tre-brannare-portabelt-utomhuskok,NO,KEEP,6_REVIEW_ONLY,DRAFT,Campingkök tre brännare - Portabelt Campingkök med Tre Brännare
grillgaffel-double-2-pack,grillgaffel-double-2-pack,/products/grillgaffel-double-2-pack,/products/grillgaffel-double-2-pack,NO,KEEP,6_REVIEW_ONLY,DRAFT,Grillgaffel Dubbel 2-pack för Utegrillen
camping-muggvaska-aotu-at6662,camping-muggbag-aotu-at6662,/products/camping-muggvaska-aotu-at6662,/products/camping-muggbag-aotu-at6662,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Praktisk Camping Muggväska för Outdoor Äventyr
rund-vedspis-utomhus-rostfritt-stal,rund-vedspis-utomhus-rostfritt-stal,/products/rund-vedspis-utomhus-rostfritt-stal,/products/rund-vedspis-utomhus-rostfritt-stal,NO,KEEP,6_REVIEW_ONLY,DRAFT,Rund Vedspis Utomhus i Rostfritt Stål
kryddset-utomhus-portable,kryddset-utomhus-portable,/products/kryddset-utomhus-portable,/products/kryddset-utomhus-portable,NO,KEEP,6_REVIEW_ONLY,DRAFT,Praktiskt Kryddset Utomhus för Alla Äventyr
grillplat-halad-12-tum-rostfritt-stal,grillplat-halad-12-tum-rostfritt-stal,/products/grillplat-halad-12-tum-rostfritt-stal,/products/grillplat-halad-12-tum-rostfritt-stal,NO,KEEP,6_REVIEW_ONLY,DRAFT,Stainless Steel Square Grill Leak Tray With Hole Grill Tray Outdoor Grill Tool BBQ Vegetables 12 inch Grill Tray
gasolpafyllningsadapter-camping-justerbar-ventil,gasolpafyllningsadapter-camping-justerbar-ventil,/products/gasolpafyllningsadapter-camping-justerbar-ventil,/products/gasolpafyllningsadapter-camping-justerbar-ventil,NO,KEEP,6_REVIEW_ONLY,DRAFT,Praktisk Gasolpåfyllningsadapter för Utomhusbruk
hot-dog-sausage-grill-stainless-steel-wooden-handl,hot-dog-sausage-grill-stainless-steel-wooden-handl,/products/hot-dog-sausage-grill-stainless-steel-wooden-handl,/products/hot-dog-sausage-grill-stainless-steel-wooden-handl,NO,KEEP,6_REVIEW_ONLY,DRAFT,Hot Dog Sausage Grill Stainless Steel Wooden Handle BBQ Rack Kitchen T
bbq-korg-with-handtag-rostfri-grillbur,bbq-korg-with-handtag-rostfri-grillbur,/products/bbq-korg-with-handtag-rostfri-grillbur,/products/bbq-korg-with-handtag-rostfri-grillbur,NO,KEEP,6_REVIEW_ONLY,DRAFT,Rostfri BBQ Korg med Handtag för Smidig Grillning
portabel-vedspis-outdoor,portabel-vedspis-outdoor,/products/portabel-vedspis-outdoor,/products/portabel-vedspis-outdoor,NO,KEEP,6_REVIEW_ONLY,DRAFT,Portabel Vedspis Outdoor för Äventyr
adapter-propantank-campingkokare,adapter-propantank-campingkokare,/products/adapter-propantank-campingkokare,/products/adapter-propantank-campingkokare,NO,KEEP,6_REVIEW_ONLY,DRAFT,Adapter Propantank för Campingkokare
pensel-silikon-bakning-grillning-olja,pensel-silicone-bakning-grillning-olja,/products/pensel-silikon-bakning-grillning-olja,/products/pensel-silicone-bakning-grillning-olja,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Silicone Brush Baking BBQ Oil Brushes Barbeque Tools for Kitchen Tool
vikbar-bestickset-camping-stal,vikbar-bestickset-camping-stal,/products/vikbar-bestickset-camping-stal,/products/vikbar-bestickset-camping-stal,NO,KEEP,6_REVIEW_ONLY,DRAFT,"2PCS Stainless Steel Folding Fork Spoon Integrated Dual-use Picnic Portable Tableware, Random Color Delivery, Spoon, Fork"
backpack-drones-neo-dji-neo-2-bkano-hard,backpack-drones-neo-dji-neo-2-bkano-hard,/products/backpack-drones-neo-dji-neo-2-bkano-hard,/products/backpack-drones-neo-dji-neo-2-bkano-hard,NO,KEEP,6_REVIEW_ONLY,DRAFT,Robust Ryggsäck för Drönare DJI Neo 2 BKano
dji-neo-2-bkano-smooth-fly-kit-brostvaska,dji-neo-2-bkano-smooth-fly-kit-brostbag,/products/dji-neo-2-bkano-smooth-fly-kit-brostvaska,/products/dji-neo-2-bkano-smooth-fly-kit-brostbag,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Bröstväska för DJI Neo 2 BKano Smooth Fly Kit
skarmskydd-dji-osmo-action-6-hartat-glas-linsskydd,skarmprotection-dji-osmo-action-6-hartat-glas-lens-protector,/products/skarmskydd-dji-osmo-action-6-hartat-glas-linsskydd,/products/skarmprotection-dji-osmo-action-6-hartat-glas-lens-protector,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,"Positioning Curved Tempered Glass Screen Protective Film with Lens Film, For DJI Osmo Action 6"
dji-neo-2-rcstq-filter-drones,dji-neo-2-rcstq-filter-drones,/products/dji-neo-2-rcstq-filter-drones,/products/dji-neo-2-rcstq-filter-drones,NO,KEEP,6_REVIEW_ONLY,DRAFT,Filter för DJI Neo 2 RCSTQ Drönare
insta360-x4-dykfodral-v1,insta360-x4-dykfodral-v1,/products/insta360-x4-dykfodral-v1,/products/insta360-x4-dykfodral-v1,NO,KEEP,6_REVIEW_ONLY,DRAFT,Insta360 X4 Dykfodral v1 för Djuphavsäventyr
gimbalfaste-dji-osmo-action-6,gimbalmount-dji-osmo-action-6,/products/gimbalfaste-dji-osmo-action-6,/products/gimbalmount-dji-osmo-action-6,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Gimbalfäste DJI Osmo Action 6 för Stabil Filmning
imak-tempered-glass-film-self-positioning-dji-osmo,imak-tempered-glass-film-self-positioning-dji-osmo,/products/imak-tempered-glass-film-self-positioning-dji-osmo,/products/imak-tempered-glass-film-self-positioning-dji-osmo,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Imak Tempered Glass Film, Self-positioning Version, For DJI Osmo Nano,"
dji-neo-2-original-propellers,dji-neo-2-original-propellers,/products/dji-neo-2-original-propellers,/products/dji-neo-2-original-propellers,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Neo 2 Original Propellers för Optimal Flygning
dji-neo-2-sunnylife-hart-resefodral-waterproof-sto,dji-neo-2-sunnylife-hart-resefodral-waterproof-sto,/products/dji-neo-2-sunnylife-hart-resefodral-waterproof-sto,/products/dji-neo-2-sunnylife-hart-resefodral-waterproof-sto,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Neo 2 Sunnylife Hard Hårt Resefodral
dji-osmo-action-6-sunnylife-resefodral-waterproof,dji-osmo-action-6-sunnylife-resefodral-waterproof,/products/dji-osmo-action-6-sunnylife-resefodral-waterproof,/products/dji-osmo-action-6-sunnylife-resefodral-waterproof,NO,KEEP,6_REVIEW_ONLY,DRAFT,Skyddande Resefodral för DJI Osmo Action 6 Sunnylife
dji-mini-2-se-ovre-skal-reparationsdel,dji-mini-2-se-ovre-shell-repairsdel,/products/dji-mini-2-se-ovre-skal-reparationsdel,/products/dji-mini-2-se-ovre-shell-repairsdel,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,mini 2 se dji - Övre Skal - Övre Skal för DJI Mini 2 SE Drönare
underskal-dji-mini-2-se-mini-4k-drone,underskal-dji-mini-2-se-mini-4k-drone,/products/underskal-dji-mini-2-se-mini-4k-drone,/products/underskal-dji-mini-2-se-mini-4k-drone,NO,KEEP,6_REVIEW_ONLY,DRAFT,Underskal för DJI Mini 2 SE / Mini 4K Drone
dji-mini-2-se-batterilucka,dji-mini-2-se-batterylucka,/products/dji-mini-2-se-batterilucka,/products/dji-mini-2-se-batterylucka,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,dji mini 2 se batteri - Batterilucka för DJI Mini 2 SE Drönare
dji-mini-2-se-mittram-reservdel,dji-mini-2-se-mittram-reservdel,/products/dji-mini-2-se-mittram-reservdel,/products/dji-mini-2-se-mittram-reservdel,NO,KEEP,6_REVIEW_ONLY,DRAFT,Mittram för DJI Mini 2 SE Drönare
insta360-go-snabbfaste-magnetiskt,insta360-go-snabbmount-magnetiskt,/products/insta360-go-snabbfaste-magnetiskt,/products/insta360-go-snabbmount-magnetiskt,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Insta360 GO Snabbfäste med Magnet
insta360-go-magnetfaste-flexibel-anvandning,insta360-go-magnetmount-flexibel-anvandning,/products/insta360-go-magnetfaste-flexibel-anvandning,/products/insta360-go-magnetmount-flexibel-anvandning,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Insta360 GO Magnetfäste för Enkel Användning
osmo-action-6-metallbur-puluz-protection,osmo-action-6-metal-cage-puluz-protection,/products/osmo-action-6-metallbur-puluz-protection,/products/osmo-action-6-metal-cage-puluz-protection,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Osmo Action 6 metallbur - PULUZ Metallbur för DJI Osmo
dji-mini-2-se-fly-m-combo-himmelska-perspektiv,dji-mini-2-se-fly-m-combo-himmelska-perspektiv,/products/dji-mini-2-se-fly-m-combo-himmelska-perspektiv,/products/dji-mini-2-se-fly-m-combo-himmelska-perspektiv,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Mini 2 SE Fly M Combo: Himmelska Perspektiv
dji-neo-2-drones-your-port-for-flygfotografi,dji-neo-2-drones-your-port-for-flygfotografi,/products/dji-neo-2-drones-your-port-for-flygfotografi,/products/dji-neo-2-drones-your-port-for-flygfotografi,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Neo 2 Drönare: Din Port till Flygfotografi
dji-neo-2-motion-combo-dronarpaket,dji-neo-2-motion-combo-dronepaket,/products/dji-neo-2-motion-combo-dronarpaket,/products/dji-neo-2-motion-combo-dronepaket,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Neo 2 Motion Combo – K tiv Drönarupplevelse
osmo-action-6-paket-standard-combo,osmo-action-6-paket-standard-combo,/products/osmo-action-6-paket-standard-combo,/products/osmo-action-6-paket-standard-combo,NO,KEEP,6_REVIEW_ONLY,DRAFT,Osmo Action 6 Paket – Standard Combo
dji-osmo-pocket-3-combo,dji-osmo-pocket-3-combo,/products/dji-osmo-pocket-3-combo,/products/dji-osmo-pocket-3-combo,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Osmo Pocket 3 Combo - Din Nya Kompakta Videokamera
dji-osmo-action-6-adventure-combo,dji-osmo-action-6-adventure-combo,/products/dji-osmo-action-6-adventure-combo,/products/dji-osmo-action-6-adventure-combo,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Osmo Action 6 Adventure Combo för Ditt Nästa Äventyr
bag-osmo-action-sunnylife-forvaring,bag-osmo-action-sunnylife-storage,/products/bag-osmo-action-sunnylife-forvaring,/products/bag-osmo-action-sunnylife-storage,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Väska Osmo Action - Portabel Väska för DJI Osmo Action Kameror
skarmskydd-osmo-action-hartat-glas,skarmprotection-osmo-action-hartat-glas,/products/skarmskydd-osmo-action-hartat-glas,/products/skarmprotection-osmo-action-hartat-glas,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Skärmskydd Osmo Action - Skärmskydd i Härdat Glas för DJI Osmo Action
dji-osmo-action-6-sunnylife-filterkit,dji-osmo-action-6-sunnylife-filterkit,/products/dji-osmo-action-6-sunnylife-filterkit,/products/dji-osmo-action-6-sunnylife-filterkit,NO,KEEP,6_REVIEW_ONLY,DRAFT,Filterkit för DJI Osmo Action 6 Sunnylife
imak-skarmskydd-dji-hartat-glas,imak-skarmprotection-dji-hartat-glas,/products/imak-skarmskydd-dji-hartat-glas,/products/imak-skarmprotection-dji-hartat-glas,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,imak skärmskydd DJI - Imak Skärmskydd i Härdat Glas för DJI-produkter
osmo-pocket-3-handtag-gangat-faste,osmo-pocket-3-handtag-gangat-mount,/products/osmo-pocket-3-handtag-gangat-faste,/products/osmo-pocket-3-handtag-gangat-mount,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Original 1/4-Inch Threaded Handtag till Osmo Pocket 3
dji-osmo-action-6-metallbur-protection-kallsko,dji-osmo-action-6-metal-cage-protection-kallsko,/products/dji-osmo-action-6-metallbur-protection-kallsko,/products/dji-osmo-action-6-metal-cage-protection-kallsko,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Osmo Action 6 Metal - Metallbur för DJI Osmo
imak-osmo-action-6-protection,imak-osmo-action-6-protection,/products/imak-osmo-action-6-protection,/products/imak-osmo-action-6-protection,NO,KEEP,6_REVIEW_ONLY,DRAFT,Imak Osmo Action 6 Skydd: Skärm- och Linsskydd
dji-focus-pro-motor-rs,dji-focus-pro-motor-rs,/products/dji-focus-pro-motor-rs,/products/dji-focus-pro-motor-rs,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Focus Pro Motor för RS-stabilisatorer
puluz-osmo-pocket-waterproof-dykhus-60m,puluz-osmo-pocket-waterproof-dykhus-60m,/products/puluz-osmo-pocket-waterproof-dykhus-60m,/products/puluz-osmo-pocket-waterproof-dykhus-60m,NO,KEEP,6_REVIEW_ONLY,DRAFT,Osmo Pocket vattentätt - PULUZ Vattentätt Dykhus för Osmo Pocket
gopro-hero-13-silikonskal-linsskydd-kit,gopro-hero-13-silicone-case-lens-protector-kit,/products/gopro-hero-13-silikonskal-linsskydd-kit,/products/gopro-hero-13-silicone-case-lens-protector-kit,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,"Silicone Case with Lens Cap + 2 Sets Tempered Glass Film + Battery Side Cover + Storage Bag Set, For GoPro HERO13 Black"
magnetfaste-dji-osmo-nano,magnetmount-dji-osmo-nano,/products/magnetfaste-dji-osmo-nano,/products/magnetmount-dji-osmo-nano,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Magnetfäste DJI Osmo Nano för Effektiv Användning
osmo-nano-skarmskydd,osmo-nano-skarmprotection,/products/osmo-nano-skarmskydd,/products/osmo-nano-skarmprotection,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Optimalt skydd med Osmo Nano skärmskydd
skarmsskydd-dji-osmo-nano,skarmsprotection-dji-osmo-nano,/products/skarmsskydd-dji-osmo-nano,/products/skarmsprotection-dji-osmo-nano,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Skärmskydd DJI Osmo Nano för optimalt skydd
waterproof-axelremsvaska-5l-dry-bag,waterproof-axelremsbag-5l-dry-bag,/products/waterproof-axelremsvaska-5l-dry-bag,/products/waterproof-axelremsbag-5l-dry-bag,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,"Outdoor Waterproof Single Shoulder Bag Dry Sack PVC Barrel Bag, Capacity: 5L, Capacity: 5L (Sky Blue), Capacity: 5L (Yellow), Capacity: 5L (Black), Capacity: 5L (Dark Blue), Capacity: 5L (Orange), Capacity: 5L (Pink), Capacity: 5L (Green)"
panasonic-lumix-s9-smokey-white-systemkamera,panasonic-lumix-s9-smokey-white-systemkamera,/products/panasonic-lumix-s9-smokey-white-systemkamera,/products/panasonic-lumix-s9-smokey-white-systemkamera,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic Lumix S9 Smokey White Systemkamera
panasonic-lumix-s9-kamerahus-vit,panasonic-lumix-s9-kamerahus-vit,/products/panasonic-lumix-s9-kamerahus-vit,/products/panasonic-lumix-s9-kamerahus-vit,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic Lumix S9 Kamerahus Vit för K tiva Skapare
panasonic-lumix-s-18-40mm-objektiv,panasonic-lumix-s-18-40mm-objektiv,/products/panasonic-lumix-s-18-40mm-objektiv,/products/panasonic-lumix-s-18-40mm-objektiv,NO,KEEP,6_REVIEW_ONLY,DRAFT,Lumix S 18-40mm Objektiv: Mångsidig Vidvinkelzoom
panasonic-lumix-s5d-with-s-r1840-f-4-5-6-3-kit,panasonic-lumix-s5d-with-s-r1840-f-4-5-6-3-kit,/products/panasonic-lumix-s5d-with-s-r1840-f-4-5-6-3-kit,/products/panasonic-lumix-s5d-with-s-r1840-f-4-5-6-3-kit,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic Lumix S5D Fullformatskamera med S-R1840
lumix-s5d-28-200mm-kit-systemkamera,lumix-s5d-28-200mm-kit-systemkamera,/products/lumix-s5d-28-200mm-kit-systemkamera,/products/lumix-s5d-28-200mm-kit-systemkamera,NO,KEEP,6_REVIEW_ONLY,DRAFT,Lumix S5D 28-200mm kit - Fullformatskamera med Superzoom
panasonic-hc-vx3-4k-videokamera,panasonic-hc-vx3-4k-videokamera,/products/panasonic-hc-vx3-4k-videokamera,/products/panasonic-hc-vx3-4k-videokamera,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic HC-VX3 4K Videokamera
panasonic-hc-v900-full-hd-videokamera,panasonic-hc-v900-full-hd-videokamera,/products/panasonic-hc-v900-full-hd-videokamera,/products/panasonic-hc-v900-full-hd-videokamera,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic HC-V900 Full HD Videokamera
panasonic-lumix-tz99-svart,panasonic-lumix-tz99-svart,/products/panasonic-lumix-tz99-svart,/products/panasonic-lumix-tz99-svart,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic Lumix TZ99 Svart – Kompakt Resekamera
panasonic-lumix-tz99-silver-digitalkamera,panasonic-lumix-tz99-silver-digitalkamera,/products/panasonic-lumix-tz99-silver-digitalkamera,/products/panasonic-lumix-tz99-silver-digitalkamera,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic Lumix TZ silver - Panasonic Lumix TZ99 Silver Digitalkamera
lumix-g97-vario-12-60mm-objektiv,lumix-g97-vario-12-60mm-objektiv,/products/lumix-g97-vario-12-60mm-objektiv,/products/lumix-g97-vario-12-60mm-objektiv,NO,KEEP,6_REVIEW_ONLY,DRAFT,Lumix G97 Vario 12-60mm Zoomobjektiv
lumix-g97-kamerahus,lumix-g97-kamerahus,/products/lumix-g97-kamerahus,/products/lumix-g97-kamerahus,NO,KEEP,6_REVIEW_ONLY,DRAFT,Lumix G97 Kamerahus – Avancerad Spegellös Prestanda
panasonic-aw-ub10-camera,panasonic-aw-ub10-camera,/products/panasonic-aw-ub10-camera,/products/panasonic-aw-ub10-camera,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic AW-UB10 Kamera för Professionell Videoproduktion
panasonic-ag-cx18ej-professionell-videokamera,panasonic-ag-cx18ej-professionell-videokamera,/products/panasonic-ag-cx18ej-professionell-videokamera,/products/panasonic-ag-cx18ej-professionell-videokamera,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic AG-CX18EJ Professionell Videokamera
panasonic-videokamera-ag-cx20ej,panasonic-videokamera-ag-cx20ej,/products/panasonic-videokamera-ag-cx20ej,/products/panasonic-videokamera-ag-cx20ej,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic Videokamera AG-CX20EJ
panasonic-aw-ub50e-camera,panasonic-aw-ub50e-camera,/products/panasonic-aw-ub50e-camera,/products/panasonic-aw-ub50e-camera,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic AW-UB50E Kamera för Professionella Produktioner
lumix-s1rii-kamerahus,lumix-s1rii-kamerahus,/products/lumix-s1rii-kamerahus,/products/lumix-s1rii-kamerahus,NO,KEEP,6_REVIEW_ONLY,DRAFT,Lumix S1RII Kamerahus för Professionell Fotografering
panasonic-lumix-s1rii-with-24-105mm-objektiv,panasonic-lumix-s1rii-with-24-105mm-objektiv,/products/panasonic-lumix-s1rii-with-24-105mm-objektiv,/products/panasonic-lumix-s1rii-with-24-105mm-objektiv,NO,KEEP,6_REVIEW_ONLY,DRAFT,Lumix S1RII 24-105mm - Panasonic Lumix S1RII med 24-105mm Objektiv
batterigrepp-panasonic-s1rii,batterygrepp-panasonic-s1rii,/products/batterigrepp-panasonic-s1rii,/products/batterygrepp-panasonic-s1rii,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Batterigrepp Panasonic - Batterigrepp för Panasonic Lumix S1RII
panasonic-hc-x1200e-professionell-4k-videokamera,panasonic-hc-x1200e-professionell-4k-videokamera,/products/panasonic-hc-x1200e-professionell-4k-videokamera,/products/panasonic-hc-x1200e-professionell-4k-videokamera,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic HC-X1200E Professionell 4K Videokamera
panasonic-hc-x1600e-4k-videokamera,panasonic-hc-x1600e-4k-videokamera,/products/panasonic-hc-x1600e-4k-videokamera,/products/panasonic-hc-x1600e-4k-videokamera,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic HC-X1600E 4K Videokamera
lumix-s1iie-kamerahus,lumix-s1iie-kamerahus,/products/lumix-s1iie-kamerahus,/products/lumix-s1iie-kamerahus,NO,KEEP,6_REVIEW_ONLY,DRAFT,Lumix S1IIE Kamerahus – Professionell Fullformatskamera
lumix-s1iie-24-105mm-systemkamera-kit,lumix-s1iie-24-105mm-systemkamera-kit,/products/lumix-s1iie-24-105mm-systemkamera-kit,/products/lumix-s1iie-24-105mm-systemkamera-kit,NO,KEEP,6_REVIEW_ONLY,DRAFT,Lumix S1IIE 24-105mm Systemkamera Kit
panasonic-lumix-s1ii-kamerahus,panasonic-lumix-s1ii-kamerahus,/products/panasonic-lumix-s1ii-kamerahus,/products/panasonic-lumix-s1ii-kamerahus,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic Lumix S1II Kamerahus
panasonic-lumix-s1ii-24-105mm-kit,panasonic-lumix-s1ii-24-105mm-kit,/products/panasonic-lumix-s1ii-24-105mm-kit,/products/panasonic-lumix-s1ii-24-105mm-kit,NO,KEEP,6_REVIEW_ONLY,DRAFT,Lumix S1II 24-105mm - Panasonic Lumix S1II Systemkamera med 24-105mm
lumix-s-24-60mm-f-2-8-zoomobjektiv,lumix-s-24-60mm-f-2-8-zoomobjektiv,/products/lumix-s-24-60mm-f-2-8-zoomobjektiv,/products/lumix-s-24-60mm-f-2-8-zoomobjektiv,NO,KEEP,6_REVIEW_ONLY,DRAFT,Lumix S 24-60mm F/2.8 Zoomobjektiv
panasonic-aw-ue50kej-4k-integrerad-camera-svart,panasonic-aw-ue50kej-4k-integrerad-camera-svart,/products/panasonic-aw-ue50kej-4k-integrerad-camera-svart,/products/panasonic-aw-ue50kej-4k-integrerad-camera-svart,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic AW-UE50KEJ 4K Integrerad Kamera Svart
panasonic-ag-cx370-4k-professionell-videokamera,panasonic-ag-cx370-4k-professionell-videokamera,/products/panasonic-ag-cx370-4k-professionell-videokamera,/products/panasonic-ag-cx370-4k-professionell-videokamera,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic AG-CX370 4K Professionell Videokamera
panasonic-aw-ue150akej-svart-4k-ptz-camera,panasonic-aw-ue150akej-svart-4k-ptz-camera,/products/panasonic-aw-ue150akej-svart-4k-ptz-camera,/products/panasonic-aw-ue150akej-svart-4k-ptz-camera,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic AW-UE150AKEJ 4K PTZ Kamera Svart
panasonic-aw-ue150awej-vit-4k-ptz-camera,panasonic-aw-ue150awej-vit-4k-ptz-camera,/products/panasonic-aw-ue150awej-vit-4k-ptz-camera,/products/panasonic-aw-ue150awej-vit-4k-ptz-camera,NO,KEEP,6_REVIEW_ONLY,DRAFT,Panasonic AW-UE150AWEJ Vit 4K PTZ-Kamera
joyroom-sa29-al3-usb-for-lightning-snabbladdnings,joyroom-sa29-al3-usb-for-lightning-snabbladdnings,/products/joyroom-sa29-al3-usb-for-lightning-snabbladdnings,/products/joyroom-sa29-al3-usb-for-lightning-snabbladdnings,NO,KEEP,6_REVIEW_ONLY,DRAFT,JOYROOM SA29-AL3 3A USB to 8 - JOYROOM SA29-AL3 USB till Lightning
joyroom-tcg17-45w-gan-dual-usb-c-miniladdare,joyroom-tcg17-45w-gan-dual-usb-c-minicharger,/products/joyroom-tcg17-45w-gan-dual-usb-c-miniladdare,/products/joyroom-tcg17-45w-gan-dual-usb-c-minicharger,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,JOYROOM TCG17 45W GaN Dual USB-C Väggladdare
joyroom-sa32-al3-starry-series-usb-for-lightning,joyroom-sa32-al3-starry-series-usb-for-lightning,/products/joyroom-sa32-al3-starry-series-usb-for-lightning,/products/joyroom-sa32-al3-starry-series-usb-for-lightning,NO,KEEP,6_REVIEW_ONLY,DRAFT,JOYROOM SA32-AL3 Starry Serie Lightning Kabel
joyroom-tcg18-65w-gan-usb-c-miniladdare,joyroom-tcg18-65w-gan-usb-c-minicharger,/products/joyroom-tcg18-65w-gan-usb-c-miniladdare,/products/joyroom-tcg18-65w-gan-usb-c-minicharger,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,"JOYROOM TCG18 65W GaN USB-C / Type-C Port Mini Charger, EU Plug"
joyroom-usb-c-snabbladdningskabel-1-2m,joyroom-usb-c-snabbladdningscable-1-2m,/products/joyroom-usb-c-snabbladdningskabel-1-2m,/products/joyroom-usb-c-snabbladdningscable-1-2m,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,JOYROOM USB-C Snabbladdningskabel 1.2m
joyroom-s-a42-crystal-clear-snabbladdningskabel,joyroom-s-a42-crystal-clear-snabbladdningscable,/products/joyroom-s-a42-crystal-clear-snabbladdningskabel,/products/joyroom-s-a42-crystal-clear-snabbladdningscable,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,JOYROOM S-A42 Crystal Clear Snabbladdningskabel
